Image	OCR
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000542.jpg	"['BREAKING NEWS', ""DoJ: PROTECTIVE ORDER NECESSARY TO 'SAFEGUARD WITNESS"", 'MSNBC', 'PRIVACY ANd THE INTEGRITY OF THESE PROCEEDINGS', 'HRACHELMDDOW']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000608.jpg	['Misguided Policies']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000679.jpg	"['WAPO: JACK Smiths PROBE INTO ""FAKE ELECTORS""', 'MSNBC', 'STILL ONGOING DESPITE FILING OF FEDERAL INDICTMENT', 'Livi', '0.445']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000544.jpg	"['BREAKING NEWS', 'DOJ: PROTECTIVE ORDER NECESSARY TO ""SAFEGUARD WITNESS', 'MSNBC', 'PRIVACY ANd THE INTEGRITY OF THESE PROCEEDINGS', 'LIVE', '9;356']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000773.jpg	['J6Ar', 'Wonuatnlcol', 'WonderTrust.com', '06i']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000274.jpg	['4S', 'High-STAKES SPECIAL ELECTIONIN OHIO TOMORROW COULD', 'MSNBC', 'DECIDE FUTURE OF ABORTION IN THE STATE', 'Livd', '7H17 5', 'RuIH', 'Sent', 'WE', 'DISSENT']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000493.jpg	['MSNBC', 'Livi', '0.326']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000384.jpg	"['CONNIE SCHULTZ', '""Hopefully Yo43s"" SueSTACK KUihOR', 'MSNBC', 'Wilchllluldow']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000640.jpg	['Uir (hahlnelon Nosl', 'Fake elector plot raised concerns Oer', 'Icgal peril. indictment shows', 'en Danae', 'The Smith investigation into the electors does not', 'appear to be over: In recent days, federal prosecutors', 'have issued a new raft of subpoenas about the elector', 'scheme in multiple states, according to people with', 'knowledge of their activities who spoke on the condition', 'of anonymity to discuss sensitive information:', 'MSNBC', 'Wecl ddo']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000155.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'JRACHLLMaLDor_']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000478.jpg	"['Iknow what', ""you're dealing"", 'with:']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000813.jpg	['67', 'MSNBC', 'JRAcHILMualdo-']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000791.jpg	['ACN', 'JeNDESeNDa ts', 'coNduMLH', 'ACN PromotiONAL Vidio', 'VIDEO PHONE COMPANY ACN WAS', 'MSNBC', 'MADE OBSOLETE BY SMARTPHONES', 'Livi', '04526']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000873.jpg	['WIth', 'DU MORE', 'KSTHMA']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000789.jpg	['ACN', 'comumlA', 'AcN PromotIONAL Vidio', 'VIDEO PHONE COMPANY ACN WAS', 'MSNBC', 'MADE OBSOLETE BY SMARTPHONES', 'Wilchllludow']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000746.jpg	['RSV (Respiratory Syncytin Virus)', 'CAUTION)', 'ESICANBEA', '{OANGEROUS', 'AMrUS']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000361.jpg	['High-STAKFIRHZ', 'OHIo BALLOT MEASURE COULD DECIDE', 'MSNBC', 'OF ABORTION IN THE STATE', 'JiLcHLLluldow']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000221.jpg	['Loduun', 'Jntte', 'IeU Ca', 'Wedeede', ' [', 'Saa]ded(eta', 'Eoo', 'MSNBC', 'IcMLLMuLdow']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000231.jpg	['OBJECTS IM MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'Livi', '0:15 1']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000585.jpg	['Diktarvy']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000625.jpg	['Splcude', 'la', 'Spkctk']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000612.jpg	['STRENGTHEN', 'AMERICAN TECHNOLOGY', '(2021224-3121|', 'uca', 'HHIFUA UYAMERICNIEUGE HHUULLL', 'edge']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000720.jpg	['deh']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000568.jpg	['Libcn', 'S', 'Mutu']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000299.jpg	['OBJECTS IM MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'JRAcIILMuldor']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000520.jpg	['BREAKING NEWS', 'DOJ FILES RESPONSE TO TRUMP MOTION IN UNDER 3 HOURS', 'MSNBC', 'IRACHALHDOOA']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000168.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'Livi', '0.105']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000785.jpg	['MSNBC', 'WAchLLMuldow', 'ACN']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000870.jpg	[]
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000470.jpg	['99.9', 'RELIABILITY']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000166.jpg	"['BCouths', 'Tomid', 'molaria', 'OCBSNEWS', 'Alcrt', 'attor', 'KecaHoracaono', 'how t0', 'protcct', 'Mverrinconlirmed in Fiorlds', 'contirmodin Fiorido.', 'Tchl', 'C', 'mosqpultoreltcr', 'Foxg', 'Florida malaria cascs contracted_', 'ansmitted in Sarasota, which hasn""t', 'hhappened since 1950s: Health officials', 'MSNBC', 'Livi', '0.105', 'caot', 'Aucd', 'nuttnan e', 'Yyoureclt']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000532.jpg	"['Jenci', 'is particularly important here because of the defendant', ""and his co-conspirators' practice, as described in the"", 'indictment, of publicly targeting individuals:', 'BREAKING NEWS', 'DOJ: PROTECTIVE ORDER NECESSARY TO ""SAFEGUARD WITNESS', 'MSNBC', 'PRIVACY ANd THE INTEGRITY OF THESE PROCEEDINGS', 'IRACHELMDDOW', 'Jtuee', '4oatett4', 'Cttad', 'ICt', 'C']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000189.jpg	['Orlundo Sentinel', 'advice', 'young', 'Feds Tcbuke Forida nurgcon', 'WCn on COVID vaccine', '3', 'MSNBC', 'Livd', '9.125', 'Kcncrl', 'R']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000718.jpg	['D6', 'Wonuatnltom', 'Find out if your compariy cualilies;', 'for the ERC proygyrei', 'WonderTrust.com']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000573.jpg	"['Pcoplo Icatured aro coinpunsatedby Gilcad', 'J"" ""%']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000144.jpg	['AP', 'DeSantis argues US should be like', 'Florida ahead of 2024 bid', 'Iiato milol lty', 'MSNBC', 'LIVI', '7.095']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000844.jpg	['67', 'MSNBC', 'LivI', '9hs56']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000199.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'Live', '78126']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000846.jpg	['67', 'MSNBC', 'JRACHILMualdo_']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000358.jpg	['High-STAKFIRHZ', 'OHIo BALLOT MEASURE COULD DECIDE', 'MSNBC', 'OF ABORTION IN THE STATE', 'Livt', '0 231']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000795.jpg	['67', 'MSNBC', 'JRAcHLMALDow_']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000589.jpg	['BubaU', 'Volunteo', 'Morc Ihan 4701', 'ludan', 'Subaru', 'VVoluntccr']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000402.jpg	['High-STAKFIRHZ', 'OHIo BALLOT MEASURE COULD DECIDE', 'MSNBC', 'OF ABORTION IN THE STATE', 'JichLlluldow']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000418.jpg	['MSNBC', 'Livd', '0.27 1']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000158.jpg	"['[WGHM""', 'hotspot for loprosy', 'Report: Contral Florida is', ':behind the', 'Florida', 'cases', 'As leprosy cases rise in Florida, what', 'you must know about the infectious', 'disease', 'B', 'MSNBC', 'Livi', '0.10 5', 'What""$', 'increase', 'In leprosy']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000364.jpg	"['CONNIE SCHULTZ', '""Hopefully Yo43s"" SueSTACK RUTHOR', 'MSNBC', 'IAcMliuldow']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000117.jpg	['JL NEWS', 'Trump Signs Bill Revoking Obama-Era Gun ', 'Checks for Pcople With Mental Illnesses', 'Dy Aliita', 'MSNBC', 'elae']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000834.jpg	['UPCOMING TRUMP TRIALS', 'God wQ', 'Ny AG civil FRAUD Suit OCTOBER 2, 2023', 'FEDERAL Civil DEFAMATION Suit JANUARY 15, 2024', 'MSNBC', 'LIVE', '78555', 'IAU']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000464.jpg	['ONE']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000832.jpg	['UPCOMING TRUMP TRIALS', 'Ny AG civil FRAUD Suit OCTOBER 2, 2023', 'MSNBC', 'IRAcHLlluldow', 'NGud', 'AUST']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000340.jpg	['EARLY VOTING', 'ENTRANCE', 'High-STAKES SPECIAL ELECTION IN OHIO TOMORROW', 'MSNBC', 'COULD DECIDE FUTURE OF ABORTION IN THE STATE', 'Liv', '9225']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000220.jpg	"['bctu', 'DEC: 2020: ""FAKE ELECTORS"" MEET TO SUBMIT', 'MSNBC', 'FALSE ELECTORAL SLATES TO CONGRESS', 'JRACHLMLDOr']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000879.jpg	['WonderTrust.com']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000292.jpg	['OBJECTS IM MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'Live', '78196']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000065.jpg	['MSNBC', 'Livd', '0.0J1']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000408.jpg	"['CONNIE SCHULTZ', '""\'Hopcfully YolR Suesiack Avihor', 'MSNBC', 'LIVd', '0.205']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000406.jpg	['CONNIE SCHULTZ', 'AUTHOR ANd COLUMNiST', 'MSNBC', 'JRcHLLMuldowe']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000659.jpg	"['WAPO: TRUMP 2020 ELECTION INDICTMENT SHOWS', 'MSNBC', '""FAKE ELECTOR"" PLOT RAISED CONCERNS OVER LEGAL PERIL', 'JRAchLMuLDOw']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000178.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'JRACHIL MLDor_']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000822.jpg	"['cELLBRITY AppreNtICE""', 'Nuc', 'INVESTORS CLAIM THEY WERE DEFRAUDED BY', 'MSNBC', 'MARKETING COMPANY PROMOTED BY TRUMP', 'eanB']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000239.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'JRAcILMulDor_']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000367.jpg	"['OH SEC . OF STATE ADMITTED ISSUE 1 BALLOT MEASURE', 'MSNBC', 'IS ""100% ABOUT STOPPING POSSIBLE ABORTION AMENDMENT', 'Live', '78240']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000146.jpg	['AP', 'DeSantis argues US should be like', 'Florida ahead of 2024 bid', 'Mrastactttorant', 'MSNBC', 'eab']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000581.jpg	"['DIkIARVY""']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000562.jpg	['BUFFALO', 'GARLC', 'SWEET', 'WINGS 8', 'DARMESAN', 'BOURBON', 'FRIED', 'WNGS', 'BbQ', 'CHICKEN', 'WNGS']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000480.jpg	['Go to nocd com']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000198.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'JRACIILMALDow']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000036.jpg	['GUNMAKER UNDER FIRE FOR MARKETING CHILD-SIZE', 'MSNBC', 'RIFLE INSPIRED BY AR-15 TO CHILDREN', 'Livt', '6.025']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000132.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'WiacHLlluldowe']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000161.jpg	"['[WGM""', 'hotspot for loprosy', 'Report: Contral Florida i', ': behind the', 'Florida', 'eprosy cases ', 'Ra', 'As leprosy cases rise in Florida, what', 'you must know about the infectious', 'disease', 'B', 'MSNBC', 'Li', 'What""$', 'increasen']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000419.jpg	['MSNBC', 'Livi', '0.27 5']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000343.jpg	['NO', 'ON', 'iSSUE', 'StOp', 'ATTACK', 'ON', 'HiGH-STAKES SPECIAL ELECTION IN OHIO TOMORROW', 'MSNBC', 'COULD DECIDE FUTURE OF ABORTION IN THE STATE', 'Livi', '0.226', 'Thd', 'WOMEN']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000862.jpg	['DUPIKEHI ', 'prescnplion mnedicire uSCd 45 an add-On MnaintcOnce Uuatmeut', 'Ior ndults and chfldren 6 andup whohave moderalc to-Scvere coslnophllcor dral', 'storord dcpendcrt asthnen thot /5 not conttalled wnh thctr curtent asthno mcdicines.']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000197.jpg	['OBJECTS IM MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'JRACHLMLDor']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000635.jpg	['Coordinated', 'Eifort', 'MSNBC', 'eaeen']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000639.jpg	['U (ahlneten Nost', 'Fake elector plot raised concerns Oer', 'Iegal peril. indictment shows', 't', 'Smith investigation into the electors does not', 'appear to be over: In recent days, federal prosecutors', 'have issued a new raft of subpoenas about the elector', 'scheme in multiple states, according to people with', 'knowledge of their activities who spoke on the condition', 'of anonymity to discuss sensitive information:', 'MSNBC', 'LIVE', '0420', 'The']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000687.jpg	['AMY GARDNER', 'ehc Ulkxahiualon Vost', 'MSNBC', 'NATIONAL POLITICAL REPORTER', 'IiachLlluldow']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000030.jpg	['GUNMAKER UNDER FIRE FOR MARKETING CHILD-SIZE', 'MSNBC', 'RIFLE INSPIRED BY AR-15 TO CHILDREN', 'JRAcHILMaL Dor']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000820.jpg	"[""Mnicto'nmo"", 'ACN Promotionai Vidi', 'INVESTORS CLAIM THEY WERE DEFRAUDED BY', 'MSNBC', 'MARKETING COMPANY PROMOTED BY TRUMP', 'LIVE', '07546']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000420.jpg	['MSNBC', 'Tachauddow_']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000124.jpg	['OBJECTS IM MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'Livd', '74075']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000874.jpg	['DUPIXENT', '(dupilumab)Iniection', 'JoOma', 'As Ilttlo', 'S0 copay or ollelblo pntlents ', 'VIlt DUPIXENTcom fql', 'tcrs Mdconditbns plrpich; unlormuation', 'Konoil', 'Mnm', 'DUPT? J0144']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000070.jpg	['Shot JhowTvi Jamuary ?0, 2027', 'PREVIOUS', 'Eb skbfinG', 'FOR JR-15 RIFLE DESIGNED FOR KIDS', 'MSNBC', 'FEATURED', 'AND CROSSBONES WITH A PACIFIER', 'LIVd', '7.045']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000106.jpg	['OBJECTS IM MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'Livd', '7,005']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000582.jpg	['NikKI UndeTECTAOLI', 'ae', '0Irtapi', 'Iell your heoltncaro providcrabout any medicInot and supplomente You tOko.']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000206.jpg	"['KWI T0nanna', 'Jancd', 'DEC . 2020: ""FAKE ELECTORS"" MEET TO SUBMIT', 'MSNBC', 'FALSE ELECTORAL SLATES TO CONGRESS', 'IachMudoor']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000023.jpg	['JRJS %tnon', 'LAALLL', 'KeLcincatieui', '34 WECJ', 'GUNMAKER UNDER FIRE FOR MARKETING CHILD-SIZE', 'MSNBC', 'RIFLE INSPIRED BY AR-15 TO CHILDREN', 'Live', 'Ooim', 'D/']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000133.jpg	['OBJECTS IM MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000333.jpg	['HIGH-STAKES SPECIAL ELECTION IN OHIO TOMORROW', 'MSNBC', 'COULD DECIDE FUTURE OF ABORTION IN THE STATE', 'IiAchLliuldow']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000788.jpg	['67', 'MSNBC', 'Liv', '9,525']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000309.jpg	"['DEC; 2020: ""FAKE ELECTORS"" MEET TO SUBMIT', 'MSNBC', 'FALSE ELECTORAL SLATES TO CONGRESS', 'JUACAElddo']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000741.jpg	[]
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000525.jpg	"['Jenei', 'defendant', 'proposed an order designed to allow', 'him to try this case in the media rather than in the', 'courtroom:', 'BREAKING NEWS', 'DOJ: TRUMP ATTEMPTING TO ""TRY THIS CASE IN THE MEDIA""', 'MSNBC', 'Live', '9;345', 'Jtt', 'Joattt4', 'Lite', 'The']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000884.jpg	['trivago']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000071.jpg	['Shot ShowTv i January ?0, 2022', 'PREVIOUS MARKETING FOR JR-15 RIFLE DESIGNED FOR KIDS', 'MSNBC', 'FEATURED SKULL AND CROSSBONES WITH A PACIFIER', 'JACMEl addo']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000566.jpg	['Uibcrty', 'ltuil', 'Seee']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000457.jpg	['ASHEPRO', 'ALLERG']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000474.jpg	['isolated', 'Howie Mandel', 'comedian & actor']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000236.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'LIVE', '7H156']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000711.jpg	['com', 'ring']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000192.jpg	['Orlundo Sentinel', 'advice', 'young', 'POLITICO', 'Feds Fcbuke Forida nurgcon', 'Florld: surgcon general _', 'on COVID vuccine', 'Covid: 19 vaccin enfetyl sltered key tindings In study on', 'MSNBC', 'WachLlluldon', 'Fcnenul.', 'WctI']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000193.jpg	['Orlundo Sentinel', 'advice', 'young', 'POLITICO', 'Fedt', 'Tcbuke Forida nurgcon', 'Etoid;, surgeon General altered _', 'on COVID vuccine', 'Covld-19 vaccine Safety', 'key lindings In study on', 'MSNBC', 'Wichllluldow', 'Kcncnl', 'WcI']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000658.jpg	"['WAPO: TRUMP 2020 ELECTION INDICTMENT SHOWS', 'MSNBC', '""FAKE ELECTOR"" PLOT RAISED CONCERNS OVER LEGAL PERIL', 'ILcHlluldow']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000906.jpg	[]
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000441.jpg	['855 JFARXIGA', 'FARXIGA cOM', '(arxiqu']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000536.jpg	"['Jenei', 'To safeguard witness privacy and the integrity of these', ""proceedings, the Court should enter the Government's"", 'proposed protective order:', 'BREAKING NEWS', 'DOJ: PROTECTIVE ORDER NECESSARY TO ""SAFEGUARD WITNESS', 'MSNBC', 'PRIVACY ANd THE INTEGRITY OF THESE PROCEEDINGS""', 'LIVE', '7:35 5', 'Jtt', 'Jodttt4', 'Lte']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000224.jpg	['OBJECTS IM MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'sla']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000045.jpg	['PREVIOUS MAR', 'MSNBC', 'LIVE', '0.021']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000125.jpg	['OBJECTS IN MIRROR', 'ARE CLOSER THAN', 'THEY APPEAR', 'MSNBC', 'Livi', '7075']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000604.jpg	['WonderTrust.com']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000472.jpg	['nn', 'entnne', '4999']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000357.jpg	['High-STAKFIRHZ', 'OHIo BALLOT MEASURE COULD DECIDE', 'MSNBC', 'OF ABORTION IN THE STATE', 'LivI', '9 23m']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000081.jpg	['ILLINOIS DEMOCRATS SET TO BAN GUNMAKERS', 'MSNBC', 'FROM MARKETING FIREARMS TO KIDS', 'JRACHIL Muldor']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000413.jpg	['HIGH-STAKES SPECIAL ELECTION IN OHIO TOMORROW', 'MSNBC', 'COULD DECIDE FUTURE OF ABORTION IN THE STATE', 'LIVI', '9.275']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000914.jpg	['MSNBC', 'ZAST WORD']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000756.jpg	['GRAINGER']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000415.jpg	['HIGH-STAKES SPECIAL ELECTION IN OHIO TOMORROW', 'MSNBC', 'COULD DECIDE FUTURE OF ABORTION IN THE STATE']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000748.jpg	['#yq', 'Aredor', 'OLDER']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000346.jpg	['Stlie', 'VOTE ', 'G YESI', 'ON AUG. 8', 'HIGH-STAKES SPECIAL ELECTION IN OHIO TOMORROW', 'MSNBC', 'COULD DECIDE FUTURE OF ABORTION IN THE STATE', 'WeAcladdo', 'RORTION']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000112.jpg	['JL NEWS', 'Trump Signs Bill Revoking Obama-Era Gun ', 'Checks for People With Mental Illnesses', 'Cul', 'MSNBC', 'LIVI', '0,07m']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000652.jpg	"['WAPO: TRUMP 2020 ELECTION INDICTMENT SHOWS', 'MSNBC', '""FAKE ELECTOR"" PLOT RAISED CONCERNS OVER LEGAL PERIL', 'LIVE', '0*436']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000469.jpg	['1OG', 'NETWORK']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000701.jpg	"['WAPO: FEDERAL PROSECUTORS HAVE ISSUED NEW SUBPOENAS', 'MSNBC', 'RELATED To""FAKE ELECTOR"" SCHEME IN MULTIPLE STATES', 'JcHLLMuLdow']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000689.jpg	['WAPO: FEDERAL', 'MSNBC', 'Live', '0.456']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000428.jpg	['Safelite', 'Schedule now', 'safelite €']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000609.jpg	['Undermine', 'American Tech Innovators']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000058.jpg	"['JR1S', ""SmaLLER'SafcR'Lighter"", 'C2Eq', 'Tala', 'MSNBC', 'ILAcHLLiuldow']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000911.jpg	"['MSNBC', 'LIvl', 'O00 ""']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000486.jpg	[]
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000084.jpg	['Illinois to ban advertising for guns', 'allegedly marketed to kids and', 'militants', 'D JohnO connor', 'The prime exhibit', 'is the JR-15,', 'a smaller; lighter', 'version of the AR-15 semi-automatic rifle', 'MSNBC', 'Livd', '0.051']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000458.jpg	['ASHEDIrO', 'ASTER']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000116.jpg	['NEWS', 'Trump Signs Bill Revoking Obama-Era Gun ', 'Checks for People With Mental Illnesses', 'AVital', 'MSNBC', 'LIVE', '0.075']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000366.jpg	"['OH SEC . OF STATE ADMITTED ISSUE 1 BALLOT MEASURE', 'MSNBC', 'IS ""100% ABOUT STOPPING POSSIBLE ABORTION AMENDMENT', 'LIVL']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000797.jpg	['67', 'MSNBC', 'Livd', '74525']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000046.jpg	['PREVIOUS', 'Eb bkbfinG', 'FOR JR-15 RIFLE DESIGNED FOR KIDS', 'MSNBC', 'FEATURED', 'AND CROSSBONES WITH A PACIFIER', 'Livt', '0.028']
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000697.jpg	"['WAPO: FEDERAL PROSECUTORS HAVE ISSUED NEW SUBPOENAS', 'MSNBC', 'RELATED To\'FAKE ELECTOR"" SCHEME IN MULTIPLE STATES', 'IAcHLLluldowe']"
MSNBCW_20230808_010000_The_Rachel_Maddow_Show-000287.jpg	"[""What is Ohio's Issue 1? We explain"", 'would raise the threshold for constitutional amendments', 'to pass from 50%', 'to 60%', 'pV', 'MSNBC', 'Livd', '0:10 5', 'Niwa']"
